,,,,,,,,,Runs parameters:,,,,,,,,,,,,,,,,,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,,,Tree,Collapsed tree,Collapsed tree short format,Smallest pp value in tree,plase of smallest pp,The main topologies found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,47,1.00E-05,2.5,50814,Orthogroups.1e5.2_5.nexus,47,,,/home/kjurave/revBayes_run/data/Orthogroups.1e5.2_5,../../output/Orthogroups.1e5.2_5_run_1.trees.tree,:,64334,trees,../../output/Orthogroups.1e5.2_5_run_2.trees.tree,:,64403,trees,../../output/Orthogroups.1e5.2_5_run_3.trees.tree,:,64672,trees,../../output/Orthogroups.1e5.2_5_run_4.trees.tree,:,71597,trees,maxdiff,:,0.00515829,meandiff,:,0.000184442,bipartition,list,in,:,bpcomp.bplist,consensus,in,:,bpcomp.con.tre,name,effsize,rel_diff,Prior,352,0.0101624,alpha,313,0.00867778,gamma_rates[1],311,0.00875554,gamma_rates[2],310,0.0100569,gamma_rates[3],316,0.0112838,gamma_rates[4],311,0.0100222,mu,64415,0,pi[1],534,0.0165542,pi[2],534,0.0165555,rec_mu,64415,0,,,,,,,,,,,,"""(ACDI:0.001273",NEVE:0.00134,(HYMA:0.002486,(((TRAD:0.001833,HOHO:0.000744)0.99:0.002185,((PLBA:0.003235,MNLE:0.001373)0.99:0.003133,((OSCA:0.004071,(SYCI:0.002214,(TEWI:0.001748,AMQU:0.001355)0.99:0.00087)0.99:9.3e-05)0.99:0.000151,((SARO:0.002041,MOBR:0.003368)0.99:0.001802,(CAOW:0.004161,(SPAR:0.004063,(SPPU:0.002712,((((SCPO:0.006409,SACE:0.007361)0.99:0.000821,MAOR:0.003315)0.99:0.000577,CRNE:0.005005)0.99:0.001774,ALMA:0.006073)0.99:0.000599)0.99:0.002864)0.99:0.000506)0.99:0.00048)0.99:0.000783)0.99:0.000116)0.99:3.9e-05)0.99:9.3e-05,((XEBO:0.00235,((SYRO:0.000799,PSVA:0.000691)0.99:0.00141,(NEWE:0.000992,MEST:0.001347)0.99:0.00036)0.99:0.000248)0.99:0.000243,((((SCMA:0.00543,(LOGI:0.001775,(HERO:0.00271,CATE:0.001334)0.99:0.000183)0.99:9.7e-05)0.99:6.8e-05,((IXSC:0.00229,(DRME:0.003279,DAPU:0.002351)0.99:0.000299)0.99:0.000242,(PRPA:0.002206,CAEL:0.001853)0.99:0.003334)0.99:0.000413)0.99:0.000148,((((XETR:0.001434,(HOSA:0.000516,GAGA:0.001245)0.99:8.4e-05)0.99:0.000129,DARE:0.001035)0.99:0.001014,CIIN:0.002833)0.99:0.000168,BRFL:0.001806)0.99:0.000182)0.99:0.000128,((SAKO:0.001366,PTFL:0.001359)0.99:0.000635,((OPFA:0.000406,AUMO:0.001357)0.99:0.000384,(STPU:0.001551,"ACPL:0.001889)0.99:0.000184)0.99:0.000172)0.99:0.000151)0.99:0.000121)0.99:0.000175)0.99:0.000254)0.99:0.000568);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,41,1.00E-02,2.5,34795,Orthogroups.Results_41.1e-2.I.2.5_Orthogroups.tsv.mcl.out.nexus,41,,,41.1e-2.I.2.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,41.1e-2.I.2.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,41.1e-2.I.2.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,41.1e-2.I.2.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.0534493,0.000525804,873,873,0.00563641,2353,0.010899,2321,0.0108558,2500,0.0116073,2694,0.0120538,2505,0.0116057,80001,0,2013,0.0139329,2013,0.0139332,80001,0,,,,,"""(ACDI:0.001473",NEVE:0.001667,(HYMA:0.003893,(((TRAD:0.002261,HOHO:0.000801)0.99:0.003707,((PLBA:0.004823,MNLE:0.001577)0.99:0.005798,((OSCA:0.006591,(SYCI:0.002953,(TEWI:0.002405,AMQU:0.00179)0.99:0.001624)0.99:0.000226)0.99:0.000295,((SARO:0.002582,MOBR:0.004892)0.99:0.003374,(CAOW:0.006581,(SPAR:0.007163,(SPPU:0.004082,((((SCPO:0.009921,SACE:0.011579)0.99:0.001888,MAOR:0.004653)0.99:0.001133,CRNE:0.007778)0.99:0.003534,ALMA:0.010207)0.99:0.001139)0.99:0.005324)0.99:0.001032)0.99:0.00099)0.99:0.001484)0.99:0.000211)0.99:9.9e-05)0.99:0.000185,(XEBO:0.004322,(((SCMA:0.008808,(LOGI:0.002169,(HERO:0.004127,CATE:0.00144)0.99:0.000413)0.99:0.000133)0.94:0.000109,((IXSC:0.003324,(DRME:0.004569,DAPU:0.003141)0.99:0.000571)0.99:0.000466,(PRPA:0.003064,CAEL:0.002047)0.99:0.006056)0.99:0.000816)0.99:0.000282,(((((XETR:0.001601,(HOSA:0.000523,GAGA:0.001397)0.99:0.00019)0.99:0.000234,DARE:0.000992)0.99:0.001626,CIIN:0.004096)0.99:0.000325,BRFL:0.002176)0.99:0.000225,((SAKO:0.001251,PTFL:0.001764)0.99:0.000797,(STPU:0.0017,"ACPL:0.001927)0.99:0.000485)0.99:0.000352)0.99:0.000198)0.99:9.9e-05)0.99:0.000448)0.99:0.000407)0.99:0.000703);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,44,1.00E-02,2.5,45084,Orthogroups.Results_44.1e-2.I.2.5_Orthogroups.tsv.mcl.out.nexus,44,,,44.1e-2.I.2.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,44.1e-2.I.2.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,44.1e-2.I.2.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,44.1e-2.I.2.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.00432495,0.000173919,762,762,0.00802997,790,0.0319958,780,0.0317507,775,0.0313099,795,0.0306639,776,0.0313618,80001,0,1620,0.0091878,1620,0.00918944,80001,0,,,,,"""(ACDI:0.001615",NEVE:0.001708,(HYMA:0.003526,(((TRAD:0.002392,HOHO:0.000887)0.99:0.003369,((PLBA:0.004582,MNLE:0.001794)0.99:0.004859,(((SYCI:0.002964,OSCA:0.006033)0.83:0.000119,(TEWI:0.002414,AMQU:0.001797)0.99:0.001405)0.99:0.000299,((SARO:0.002766,MOBR:0.004772)0.99:0.002888,(CAOW:0.006175,(SPAR:0.006403,((((SCPO:0.009423,SACE:0.010763)0.99:0.001562,MAOR:0.004636)0.99:0.000895,CRNE:0.007429)0.99:0.003297,(SPPU:0.003519,ALMA:0.010154)0.99:0.001113)0.99:0.00407)0.99:0.000781)0.99:0.000781)0.99:0.001231)0.99:0.000169)0.98:6.3e-05)0.99:0.000134,(((SYRO:0.001199,PSVA:0.001)0.99:0.002172,(NEWE:0.001391,MEST:0.00202)0.99:0.000538)0.99:0.00091,(((SCMA:0.007911,(LOGI:0.0023,(HERO:0.003835,CATE:0.001592)0.99:0.000297)0.99:0.000122)0.99:0.000103,((IXSC:0.003225,(DRME:0.004484,DAPU:0.003088)0.99:0.000479)0.99:0.000426,(PRPA:0.002973,CAEL:0.002312)0.99:0.005111)0.99:0.000651)0.99:0.000195,(((((XETR:0.001606,(HOSA:0.000557,GAGA:0.001394)0.99:0.000147)0.99:0.000192,DARE:0.001083)0.99:0.001404,CIIN:0.003845)0.99:0.000254,BRFL:0.002195)0.99:0.00021,((SAKO:0.001381,PTFL:0.001692)0.99:0.000693,(STPU:0.001715,"ACPL:0.002016)0.99:0.000414)0.99:0.000316)0.99:0.000275)0.99:0.000352)0.99:0.000188)0.99:0.000355)0.99:0.000794);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,47,1.00E-02,2.5,50785,Orthogroups.Results_NEW_47.1e-2.I.2.5_Orthogroups.tsv.mcl.out.nexus,47,,,Orthogroups.Results_NEW_47.1e-2.I.2.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,Orthogroups.Results_NEW_47.1e-2.I.2.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,Orthogroups.Results_NEW_47.1e-2.I.2.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,Orthogroups.Results_NEW_47.1e-2.I.2.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.0564993,0.000534068,360,422,0.00787734,372,0.0261739,369,0.0255254,361,0.022957,360,0.020427,361,0.0231007,80001,0,802,0.0149244,802,0.0149228,80001,0,,,,,"""(ACDI:0.001302",NEVE:0.001364,(HYMA:0.002517,(((TRAD:0.001869,HOHO:0.000773)0.99:0.002236,((PLBA:0.003297,MNLE:0.001415)0.99:0.003173,((OSCA:0.004168,(SYCI:0.002232,(TEWI:0.001793,AMQU:0.001381)0.99:0.000894)0.96:8.6e-05)0.99:0.000168,((SARO:0.002101,MOBR:0.00343)0.99:0.001845,(CAOW:0.004289,(SPAR:0.004263,((((SCPO:0.006424,SACE:0.007259)0.99:0.000874,MAOR:0.003285)0.99:0.000544,CRNE:0.005007)0.99:0.002026,(SPPU:0.002631,ALMA:0.006715)0.94:0.000678)0.99:0.002447)0.99:0.000497)0.99:0.000483)0.99:0.000766)0.99:0.000109)0.99:4.1e-05)0.99:9.1e-05,((XEBO:0.00239,((SYRO:0.000825,PSVA:0.000705)0.99:0.001399,(NEWE:0.001005,MEST:0.001381)0.99:0.000356)0.99:0.000244)0.99:0.000243,((((SCMA:0.005529,(LOGI:0.001811,(HERO:0.002771,CATE:0.001338)0.99:0.000192)0.99:0.000101)0.99:7.1e-05,((IXSC:0.00236,(DRME:0.003346,DAPU:0.002371)0.99:0.000296)0.99:0.000244,(PRPA:0.002319,CAEL:0.001877)0.99:0.003385)0.99:0.000432)0.99:0.00015,((((XETR:0.001467,(HOSA:0.000533,GAGA:0.001287)0.99:8.3e-05)0.99:0.000129,DARE:0.00106)0.99:0.001024,CIIN:0.002889)0.99:0.000175,BRFL:0.001845)0.99:0.000185)0.99:0.000129,((SAKO:0.001376,PTFL:0.001369)0.99:0.000641,((OPFA:0.000383,AUMO:0.001385)0.99:0.00039,(STPU:0.001581,"ACPL:0.001926)0.99:0.000187)0.99:0.000167)0.99:0.000157)0.99:0.000122)0.99:0.00018)0.99:0.000263)0.99:0.000574);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,41,1.00E-12,4,40459,Orthogroups.Results_41.1e-12.I.4_Orthogroups.tsv.mcl.out.nexus,41,,,41.1e-12.I.4_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,41.1e-12.I.4_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,41.1e-12.I.4_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,41.1e-12.I.4_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.00172498,7.34E-05,927,927,0.00585944,6630,0.00329876,6482,0.0033046,7904,0.00295627,9641,0.00321939,7924,0.00292258,80001,0,1873,0.014009,1873,0.0140096,80001,0,,,,,"""(ACDI:0.001597",NEVE:0.001786,(HYMA:0.004023,(((TRAD:0.002471,HOHO:0.000943)0.99:0.004022,((PLBA:0.005201,MNLE:0.001765)0.99:0.006177,((OSCA:0.006744,(SYCI:0.00313,(TEWI:0.002546,AMQU:0.001936)0.99:0.001728)0.99:0.000199)0.99:0.000305,((SARO:0.002895,MOBR:0.005159)0.99:0.00335,(CAOW:0.006756,(SPAR:0.007344,(SPPU:0.004179,((((SCPO:0.010901,SACE:0.013153)0.99:0.001748,MAOR:0.00517)0.99:0.001508,CRNE:0.008755)0.99:0.004252,ALMA:0.011853)0.99:0.001547)0.99:0.007597)0.99:0.00109)0.99:0.001021)0.99:0.001607)0.99:0.000223)0.99:0.000106)0.99:0.000182,(XEBO:0.004469,(((SCMA:0.009019,(LOGI:0.002342,(HERO:0.004269,CATE:0.001636)0.99:0.000409)0.99:0.000141)0.99:0.000122,((IXSC:0.00351,(DRME:0.004867,DAPU:0.003371)0.99:0.000639)0.99:0.000514,(PRPA:0.003275,CAEL:0.002493)0.99:0.00619)0.99:0.000763)0.99:0.000303,(((((XETR:0.001798,(HOSA:0.000678,GAGA:0.001543)0.99:0.0002)0.99:0.000309,DARE:0.00117)0.99:0.001764,CIIN:0.004304)0.99:0.000289,BRFL:0.002302)0.99:0.000271,((SAKO:0.001377,PTFL:0.001787)0.99:0.000869,(STPU:0.001795,"ACPL:0.002212)0.99:0.000526)0.99:0.000341)0.99:0.000185)0.99:0.000119)0.99:0.000474)0.99:0.000426)0.99:0.000711);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,44,1.00E-12,4,53373,Orthogroups.Results_44.1e-12.I.4_Orthogroups.tsv.mcl.out.nexus,44,,,44.1e-12.I.4_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,44.1e-12.I.4_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,44.1e-12.I.4_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,44.1e-12.I.4_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.00309996,9.22E-05,564,602,0.0107156,565,0.0161383,564,0.016103,575,0.0158492,595,0.0155464,575,0.0158633,80001,0,903,0.0117267,903,0.0117278,80001,0,,,,,"""(ACDI:0.001722",NEVE:0.001842,(HYMA:0.00348,(((TRAD:0.002629,HOHO:0.00099)0.99:0.003471,((PLBA:0.004771,MNLE:0.001929)0.99:0.004978,(((SYCI:0.003016,OSCA:0.006028)0.95:0.00012,(TEWI:0.002522,AMQU:0.001897)0.99:0.001438)0.99:0.000277,((SARO:0.002973,MOBR:0.004964)0.99:0.00285,(CAOW:0.006355,(SPAR:0.006292,(SPPU:0.004288,((((SCPO:0.010499,SACE:0.012393)0.99:0.001223,MAOR:0.005211)0.99:0.001235,CRNE:0.008282)0.99:0.003423,ALMA:0.010939)0.99:0.001203)0.99:0.005986)0.99:0.000796)0.99:0.000774)0.99:0.001213)0.99:0.000172)0.99:6.7e-05)0.99:0.000125,(((SYRO:0.001259,PSVA:0.00111)0.99:0.002174,(NEWE:0.001395,MEST:0.002048)0.99:0.000494)0.99:0.00087,(((SCMA:0.007897,(LOGI:0.002454,(HERO:0.003883,CATE:0.001721)0.99:0.000304)0.99:0.000133)0.99:9.8e-05,((IXSC:0.00333,(DRME:0.004708,DAPU:0.003286)0.99:0.000516)0.99:0.000448,(PRPA:0.003184,CAEL:0.002709)0.99:0.004924)0.99:0.000557)0.99:0.00022,(((((XETR:0.001878,(HOSA:0.000718,GAGA:0.001621)0.99:0.000148)0.99:0.000239,DARE:0.00132)0.99:0.001487,CIIN:0.004005)0.99:0.000238,BRFL:0.002339)0.99:0.000214,((SAKO:0.001444,PTFL:0.001727)0.99:0.000768,(STPU:0.001779,"ACPL:0.00225)0.99:0.000443)0.99:0.000304)0.99:0.000232)0.99:0.000347)0.99:0.000192)0.99:0.000355)0.99:0.000782);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,47,1.00E-12,4,61587,Orthogroups.Results_NEW_47.1e-12.I.4_Orthogroups.tsv.mcl.out.nexus,47,1_4,,Orthogroups.Results_NEW_47.1e-12.I.4_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,Orthogroups.Results_NEW_47.1e-12.I.4_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,,,0.00472494,0.000260904,281,380,0.00710328,286,0.0300776,284,0.0300449,281,0.0296363,283,0.0290313,282,0.0296579,80001,0,444,0.0230512,444,0.0230538,80001,0,,,,,"""(ACDI:0.001369",NEVE:0.001444,(HYMA:0.002453,(((TRAD:0.002078,HOHO:0.000849)0.99:0.002151,((PLBA:0.003256,MNLE:0.001561)0.99:0.002948,((OSCA:0.00398,(SYCI:0.002236,(TEWI:0.00179,AMQU:0.001449)1:0.000847)0.99:9.7e-05)0.99:0.000139,((SARO:0.00228,MOBR:0.003487)0.99:0.001655,(CAOW:0.004224,(SPAR:0.003962,(SPPU:0.003301,((((SCPO:0.007208,SACE:0.00811)0.99:0.000541,MAOR:0.00372)0.99:0.000654,CRNE:0.005505)0.99:0.002007,ALMA:0.00696)0.99:0.000652)0.99:0.003275)0.99:0.000454)0.99:0.000433)0.99:0.000697)0.99:9.9e-05)0.99:4.1e-05)0.99:7.4e-05,((XEBO:0.00239,((SYRO:0.000885,PSVA:0.000783)0.99:0.001301,(NEWE:0.001053,MEST:0.001351)0.99:0.000316)0.99:0.000256)0.99:0.00021,((((SCMA:0.005227,(LOGI:0.00188,(HERO:0.002671,CATE:0.001442)0.99:0.000163)0.99:0.000109)0.99:5.8e-05,((IXSC:0.002358,(DRME:0.00339,DAPU:0.002372)0.99:0.000299)0.99:0.000265,(PRPA:0.002135,CAEL:0.002195)0.99:0.003005)0.99:0.000295)0.99:0.000138,((((XETR:0.001601,(HOSA:0.000659,GAGA:0.001404)0.99:7.8e-05)0.99:0.00015,DARE:0.001224)0.99:0.001006,CIIN:0.002838)0.99:0.000139,BRFL:0.001883)0.99:0.000158)0.99:0.000128,((SAKO:0.001403,PTFL:0.001376)0.99:0.000645,((OPFA:0.000391,AUMO:0.001359)0.99:0.000326,(STPU:0.001604,"ACPL:0.002039)0.99:0.000127)0.99:0.000166)0.99:0.000133)0.99:0.00011)0.99:0.000166)0.99:0.000229)0.99:0.000539);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,41,1.00E-09,4,40449,Orthogroups.Results_41.1e-9.I.4_Orthogroups.tsv.mcl.out.nexus,41,,,41.1e-9.I.4_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,41.1e-9.I.4_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,41.1e-9.I.4_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,41.1e-9.I.4_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.00379995,9.34E-05,770,770,0.0068518,2555,0.00671521,2531,0.00671691,2757,0.00714257,2997,0.00741709,2759,0.00714375,80001,0,3044,0.00700802,3044,0.00700823,80001,0,,,,,"""(ACDI:0.001608",NEVE:0.001804,(HYMA:0.004053,(((TRAD:0.002512,HOHO:0.000947)0.99:0.004056,((PLBA:0.005195,MNLE:0.001752)0.99:0.006204,((OSCA:0.006755,(SYCI:0.003149,(TEWI:0.00254,AMQU:0.001939)0.99:0.001738)0.99:0.000202)0.99:0.000311,((SARO:0.002908,MOBR:0.005189)0.99:0.003356,(CAOW:0.006865,(SPAR:0.007448,(SPPU:0.004189,((((SCPO:0.010564,SACE:0.012692)0.99:0.001848,MAOR:0.005235)0.99:0.001364,CRNE:0.008471)0.99:0.004065,ALMA:0.011747)0.99:0.001407)0.99:0.006982)0.99:0.001069)0.99:0.001002)0.99:0.001608)0.99:0.000225)0.99:0.000104)0.99:0.000183,(XEBO:0.004488,(((SCMA:0.009131,(LOGI:0.002351,(HERO:0.00431,CATE:0.001637)0.99:0.000412)0.99:0.000141)0.99:0.000131,((IXSC:0.003549,(DRME:0.004907,DAPU:0.003388)0.99:0.00064)0.99:0.000516,(PRPA:0.003338,CAEL:0.002532)0.99:0.006152)0.99:0.00077)0.99:0.000313,(((((XETR:0.001808,(HOSA:0.000677,GAGA:0.00156)0.99:0.000195)0.99:0.000296,DARE:0.00121)0.99:0.001784,CIIN:0.004328)0.99:0.000287,BRFL:0.002326)0.99:0.000267,((SAKO:0.001385,PTFL:0.001834)0.99:0.000881,(STPU:0.001809,"ACPL:0.002223)0.99:0.00053)0.99:0.000342)0.99:0.000186)0.99:0.000121)0.99:0.00048)0.99:0.000426)0.99:0.000719);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,44,1.00E-09,4,53306,Orthogroups.Results_44.1e-9.I.4_Orthogroups.tsv.mcl.out.nexus,44,,,44.1e-9.I.4_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,44.1e-9.I.4_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,44.1e-9.I.4_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,44.1e-9.I.4_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.00624992,9.49E-05,445,649,0.00533226,806,0.00805136,801,0.00802532,868,0.00784332,950,0.00795143,868,0.00785585,80001,0,445,0.010717,445,0.010714,80001,0,,,,,"""(ACDI:0.001755",NEVE:0.001858,(HYMA:0.003538,(((TRAD:0.002689,HOHO:0.001021)0.99:0.003485,((PLBA:0.004795,MNLE:0.001933)0.99:0.004998,(((SYCI:0.003047,OSCA:0.006104)0.93:0.000119,(TEWI:0.002539,AMQU:0.001912)0.99:0.001458)0.99:0.000282,((SARO:0.003017,MOBR:0.00502)0.99:0.00286,(CAOW:0.006412,(SPAR:0.006364,(SPPU:0.004241,((((SCPO:0.010178,SACE:0.011926)0.99:0.001349,MAOR:0.00518)0.99:0.001123,CRNE:0.00797)0.99:0.003231,ALMA:0.010871)0.99:0.001078)0.99:0.00546)0.99:0.000765)0.99:0.000767)0.99:0.001213)0.99:0.000171)0.99:6.6e-05)0.99:0.00013,(((SYRO:0.001294,PSVA:0.001028)0.99:0.002168,(NEWE:0.001418,MEST:0.002063)0.99:0.000482)0.99:0.000894,(((SCMA:0.007968,(LOGI:0.002429,(HERO:0.003926,CATE:0.001724)0.99:0.000312)0.99:0.000136)0.99:0.000102,((IXSC:0.003374,(DRME:0.004756,DAPU:0.003332)0.99:0.000535)0.99:0.000452,(PRPA:0.003164,CAEL:0.002685)0.99:0.004984)0.99:0.000551)0.99:0.000218,(((((XETR:0.001871,(HOSA:0.000724,GAGA:0.001627)0.99:0.000146)0.99:0.000244,DARE:0.001315)0.99:0.001496,CIIN:0.004076)0.99:0.000235,BRFL:0.002352)0.99:0.000224,((SAKO:0.00146,PTFL:0.001758)0.99:0.000767,(STPU:0.001796,"ACPL:0.002265)0.99:0.000448)0.99:0.000307)0.99:0.000234)0.99:0.000353)0.99:0.00019)0.99:0.000359)0.99:0.000793);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,47,1.00E-09,4,61521,Orthogroups.Results_NEW_47.1e-9.I.4_Orthogroups.tsv.mcl.out.nexus,47,1_3,,Orthogroups.Results_NEW_47.1e-9.I.4_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,Orthogroups.Results_NEW_47.1e-9.I.4_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,,,0.00518744,0.000181775,240,351,0.00992021,242,0.00465111,240,0.004586,240,0.0048639,244,0.00523964,240,0.00486834,80001,0,352,0.0067758,352,0.00677846,80001,0,,,,,"""(ACDI:0.001394",NEVE:0.001466,(HYMA:0.002498,(((TRAD:0.002153,HOHO:0.000887)0.99:0.002185,((PLBA:0.003249,MNLE:0.001573)0.99:0.003028,((OSCA:0.004093,(SYCI:0.002252,(TEWI:0.001813,AMQU:0.001476)0.99:0.000863)0.98:8.4e-05)0.99:0.000161,((SARO:0.002325,MOBR:0.003538)0.99:0.001704,(CAOW:0.004299,(SPAR:0.004036,(SPPU:0.003104,((((SCPO:0.006959,SACE:0.00783)0.99:0.000631,MAOR:0.003668)0.99:0.000598,CRNE:0.00538)0.99:0.001824,ALMA:0.006934)0.99:0.000618)0.99:0.003071)0.99:0.000435)0.99:0.000444)0.99:0.000727)0.99:0.000104)0.99:3.9e-05)0.99:7.7e-05,((XEBO:0.002408,((SYRO:0.000912,PSVA:0.000783)0.99:0.001384,(NEWE:0.00104,MEST:0.001412)0.99:0.000361)0.99:0.000251)0.99:0.000248,((((SCMA:0.005309,(LOGI:0.001894,(HERO:0.002734,CATE:0.001447)0.99:0.000169)0.99:0.000114)0.99:6.1e-05,((IXSC:0.002384,(DRME:0.003405,DAPU:0.002421)0.99:0.000298)0.99:0.000262,(PRPA:0.002167,CAEL:0.002239)0.99:0.003043)0.99:0.000307)0.99:0.000139,((((XETR:0.001625,(HOSA:0.000656,GAGA:0.001418)0.99:7.9e-05)0.99:0.000152,DARE:0.001218)0.99:0.00102,CIIN:0.002869)0.99:0.000143,BRFL:0.00192)0.99:0.000163)0.99:0.000128,((SAKO:0.001422,PTFL:0.001396)0.99:0.000653,((OPFA:0.000404,AUMO:0.001398)0.99:0.000385,(STPU:0.001638,"ACPL:0.002082)0.99:0.000139)0.99:0.000188)0.99:0.000141)0.99:0.000115)0.99:0.000168)0.99:0.000235)0.99:0.000533);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
