,,,,,,,,,Runs parameters:,,,,,,,,,,,,,,,,,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,,,Tree,Collapsed tree,Collapsed tree short format,Smallest pp value in tree,plase of smallest pp,The main topologies found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,44,1.00E-02,2,40288,Orthogroups.Results_44.1e-2.I.2_Orthogroups.tsv.mcl.out.nexus,44,,,44.1e-2.I.2_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,44.1e-2.I.2_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,44.1e-2.I.2_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,44.1e-2.I.2_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.00474994,0.00017783,576,681,0.0131212,603,0.0113507,596,0.0111748,576,0.00809552,579,0.00549594,577,0.00816781,80001,0,1578,0.00674747,1578,0.00674616,80001,0,,,,,"""(ACDI:0.001537",NEVE:0.001627,(HYMA:0.003447,(((TRAD:0.002142,HOHO:0.000819)0.99:0.003206,((PLBA:0.004357,MNLE:0.00163)0.99:0.004787,(((SYCI:0.002861,OSCA:0.005874)0.97:0.000132,(TEWI:0.002356,AMQU:0.001732)0.99:0.001432)0.99:0.00029,((SARO:0.002485,MOBR:0.004483)0.99:0.002788,(CAOW:0.005832,(SPAR:0.006261,((((SCPO:0.008652,SACE:0.010052)0.99:0.001652,MAOR:0.004493)0.99:0.000826,CRNE:0.006946)0.99:0.003137,(SPPU:0.00328,ALMA:0.009235)0.99:0.001009)0.99:0.003918)0.99:0.000781)0.99:0.000782)0.99:0.001216)0.99:0.000179)0.91:6.8e-05)0.99:0.000128,(((SYRO:0.001139,PSVA:0.000949)0.99:0.002155,(NEWE:0.001352,MEST:0.002036)0.99:0.000562)0.99:0.000905,(((SCMA:0.007745,(LOGI:0.002113,(HERO:0.003752,CATE:0.001477)0.99:0.000275)0.99:0.00011)0.99:0.000111,((IXSC:0.003059,(DRME:0.004156,DAPU:0.002889)0.99:0.000463)0.99:0.000372,(PRPA:0.002873,CAEL:0.001956)0.99:0.005035)0.99:0.000712)0.99:0.000192,(((((XETR:0.001493,(HOSA:0.000455,GAGA:0.001318)0.99:0.000141)0.99:0.000177,DARE:0.000955)0.99:0.001297,CIIN:0.0037)0.99:0.000249,BRFL:0.002059)0.99:0.000195,((SAKO:0.001239,PTFL:0.00163)0.99:0.000645,(STPU:0.001624,"ACPL:0.001801)0.99:0.000385)0.99:0.000294)0.99:0.000305)0.99:0.000346)0.99:0.000191)0.99:0.000345)0.99:0.000772);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,47,1.00E-02,2,44774,Orthogroups.Results_NEW_47.1e-2.I.2_Orthogroups.tsv.mcl.out.nexus,47,1_4,,Orthogroups.Results_NEW_47.1e-2.I.2_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,Orthogroups.Results_NEW_47.1e-2.I.2_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,,,0.19211,0.00396962,257,456,0.00584429,281,0.032209,281,0.0318076,265,0.0384308,257,0.0438669,266,0.0384108,80001,0,689,0.00105732,689,0.00105822,80001,0,,,,,"""(ACDI:0.001222",NEVE:0.001303,(HYMA:0.002509,(((TRAD:0.001707,HOHO:0.000674)0.99:0.002212,((PLBA:0.003299,MNLE:0.001301)0.99:0.003213,((OSCA:0.004109,(SYCI:0.002199,(TEWI:0.001757,AMQU:0.001352)0.99:0.000924)0.51:9.1e-05)0.99:0.000178,((SARO:0.001949,MOBR:0.003364)0.99:0.001875,(CAOW:0.004149,(SPAR:0.00426,((((SCPO:0.006117,SACE:0.00706)0.99:0.001018,MAOR:0.003244)0.99:0.000536,CRNE:0.005059)0.99:0.001978,(SPPU:0.002523,ALMA:0.006306)0.84:0.00065)0.99:0.002534)0.99:0.000523)0.99:0.000497)0.99:0.000802)0.99:0.00012)0.99:4.3e-05)0.99:8.4e-05,((XEBO:0.002376,((SYRO:0.000774,PSVA:0.000694)0.99:0.001428,(NEWE:0.000975,MEST:0.001348)0.99:0.000399)0.99:0.000243)0.99:0.000253,(((SCMA:0.005609,(LOGI:0.001762,(HERO:0.002786,CATE:0.001276)0.97:0.000196)0.97:0.000106)0.97:8.3e-05,((IXSC:0.002332,(DRME:0.003181,DAPU:0.002245)0.99:0.000313)0.99:0.000263,(PRPA:0.002174,CAEL:0.001635)0.99:0.003468)0.99:0.000469)0.99:0.000191,(((((XETR:0.001359,(HOSA:0.000414,GAGA:0.001159)0.99:8.3e-05)0.99:0.000129,DARE:0.000947)0.99:0.001015,CIIN:0.002871)0.99:0.000203,BRFL:0.001826)0.99:0.000227,((SAKO:0.001314,PTFL:0.00134)0.99:0.00064,((OPFA:0.000376,AUMO:0.001388)0.99:0.000385,(STPU:0.001548,"ACPL:0.001807)0.99:0.000176)0.99:0.000156)0.99:0.000133)0.81:9.5e-05)0.99:0.00011)0.99:0.000195)0.99:0.000265)0.99:0.000562);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,41,1.00E-12,2.5,34816,Orthogroups.Results_41.1e-12.I.2.5_Orthogroups.tsv.mcl.out.nexus,41,,,41.1e-12.I.2.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,41.1e-12.I.2.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,41.1e-12.I.2.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,41.1e-12.I.2.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.00102499,8.31E-05,926,926,0.0191205,19556,0.0176522,17248,0.0173833,27182,0.0192472,27768,0.0205048,27685,0.0193081,80001,0,2076,0.00766478,2076,0.00766675,80001,0,,,,,"""(ACDI:0.001358",NEVE:0.001522,(HYMA:0.003578,(((TRAD:0.002087,HOHO:0.000741)0.99:0.003415,((PLBA:0.004307,MNLE:0.001438)0.99:0.005328,((OSCA:0.006063,(SYCI:0.002737,(TEWI:0.002244,AMQU:0.001685)0.99:0.001486)0.99:0.00021)0.99:0.000246,((SARO:0.002359,MOBR:0.004467)0.99:0.00303,(CAOW:0.00586,(SPAR:0.006218,(SPPU:0.003386,((((SCPO:0.009283,SACE:0.011404)0.99:0.00185,MAOR:0.004666)0.99:0.001221,CRNE:0.007699)0.99:0.003917,ALMA:0.009842)0.99:0.001362)0.99:0.006902)0.99:0.001005)0.99:0.000988)0.99:0.001423)0.99:0.000202)0.99:0.000101)0.99:0.000162,(XEBO:0.003938,(((SCMA:0.008083,(LOGI:0.002003,(HERO:0.003818,CATE:0.00133)0.99:0.000376)0.99:0.00012)0.99:0.000109,((IXSC:0.003043,(DRME:0.004202,DAPU:0.002866)0.99:0.000535)0.99:0.000429,(PRPA:0.002769,CAEL:0.001915)0.99:0.005533)0.99:0.00077)0.99:0.000249,(((((XETR:0.001513,(HOSA:0.000497,GAGA:0.001289)0.99:0.000163)0.99:0.000214,DARE:0.000984)0.99:0.00152,CIIN:0.003761)0.99:0.000283,BRFL:0.002019)0.99:0.000212,((SAKO:0.001158,PTFL:0.001597)0.99:0.000737,(STPU:0.001558,"ACPL:0.001779)0.99:0.00046)0.99:0.000323)0.99:0.000172)0.99:9.8e-05)0.99:0.000402)0.99:0.000377)0.99:0.000637);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,44,1.00E-12,2.5,45115,Orthogroups.Results_44.1e-12.I.2.5_Orthogroups.tsv.mcl.out.nexus,44,,,44.1e-12.I.2.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,44.1e-12.I.2.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,44.1e-12.I.2.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,44.1e-12.I.2.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.00574993,0.0001428,612,622,0.0137232,622,0.0183955,616,0.0184047,612,0.0170563,623,0.0156904,612,0.0170907,80001,0,1493,0.0103333,1493,0.0103327,80001,0,,,,,"""(ACDI:0.001485",NEVE:0.001567,(HYMA:0.003176,(((TRAD:0.002207,HOHO:0.000821)0.99:0.00306,((PLBA:0.004176,MNLE:0.001665)0.99:0.004397,(((SYCI:0.002709,OSCA:0.00551)0.94:0.000111,(TEWI:0.002214,AMQU:0.001658)0.99:0.001265)0.99:0.000256,((SARO:0.002508,MOBR:0.004305)0.99:0.002595,(CAOW:0.005457,(SPAR:0.005541,(SPPU:0.003455,((((SCPO:0.008976,SACE:0.010694)0.99:0.001346,MAOR:0.004441)0.99:0.00099,CRNE:0.007189)0.99:0.003191,ALMA:0.009014)0.99:0.001128)0.99:0.005614)0.99:0.00079)0.99:0.000791)0.99:0.001145)0.99:0.000172)0.99:6.2e-05)0.99:0.000117,(((SYRO:0.001093,PSVA:0.000888)0.99:0.001921,(NEWE:0.001229,MEST:0.001796)0.99:0.000468)0.99:0.0008,(((SCMA:0.007199,(LOGI:0.002072,(HERO:0.003514,CATE:0.001448)0.99:0.000272)0.99:0.000112)0.99:9.6e-05,((IXSC:0.002947,(DRME:0.004127,DAPU:0.002805)0.99:0.000452)0.99:0.000381,(PRPA:0.002689,CAEL:0.002154)0.99:0.004588)0.99:0.000578)0.99:0.00017,(((((XETR:0.001503,(HOSA:0.000509,GAGA:0.00131)0.99:0.000125)0.99:0.000178,DARE:0.001003)0.99:0.001278,CIIN:0.003523)0.99:0.000227,BRFL:0.002013)0.99:0.000192,((SAKO:0.001244,PTFL:0.00152)0.99:0.000638,(STPU:0.001553,"ACPL:0.001838)0.99:0.00039)0.99:0.000288)0.99:0.000248)0.99:0.00032)0.99:0.000177)0.99:0.00032)0.99:0.000725);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,47,1.00E-12,2.5,50843,Orthogroups.Results_NEW_47.1e-12.I.2.5_Orthogroups.tsv.mcl.out.nexus,47,,,Orthogroups.Results_NEW_47.1e-12.I.2.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,Orthogroups.Results_NEW_47.1e-12.I.2.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,Orthogroups.Results_NEW_47.1e-12.I.2.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,Orthogroups.Results_NEW_47.1e-12.I.2.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.0076249,0.000250043,320,401,0.00548896,328,0.00563129,325,0.00527912,320,0.00319637,320,0.00117867,320,0.00328313,80001,0,658,0.00271312,658,0.00271219,80001,0,,,,,"""(ACDI:0.001229",NEVE:0.001288,(HYMA:0.002349,(((TRAD:0.001785,HOHO:0.000723)0.99:0.00212,((PLBA:0.003166,MNLE:0.001417)0.99:0.002942,((OSCA:0.003893,(SYCI:0.002108,(TEWI:0.001678,AMQU:0.001307)0.99:0.00084)0.92:8.5e-05)0.99:0.000144,((SARO:0.001962,MOBR:0.003243)0.99:0.001715,(CAOW:0.003922,(SPAR:0.003805,(SPPU:0.002674,((((SCPO:0.006404,SACE:0.007506)0.99:0.000747,MAOR:0.003386)0.99:0.000651,CRNE:0.005074)0.99:0.002022,ALMA:0.006205)0.99:0.000699)0.99:0.003571)0.99:0.000533)0.99:0.000515)0.99:0.00076)0.99:0.000118)0.92:3.4e-05)0.99:8.5e-05,((XEBO:0.002229,((SYRO:0.000765,PSVA:0.000729)0.99:0.001319,(NEWE:0.000954,MEST:0.001296)0.99:0.000359)0.99:0.000222)0.99:0.000228,((((SCMA:0.005173,(LOGI:0.001701,(HERO:0.002598,CATE:0.00127)0.99:0.000176)0.99:9.4e-05)0.99:6.6e-05,((IXSC:0.002204,(DRME:0.003136,DAPU:0.002209)0.99:0.000289)0.99:0.000238,(PRPA:0.002092,CAEL:0.00178)0.99:0.003176)0.99:0.000391)0.99:0.000139,((((XETR:0.001381,(HOSA:0.000493,GAGA:0.001208)0.99:8e-05)0.99:0.000122,DARE:0.001029)0.99:0.000965,CIIN:0.002702)0.99:0.000157,BRFL:0.00175)0.99:0.000172)0.99:0.000119,((SAKO:0.001281,PTFL:0.00129)0.99:0.000615,((OPFA:0.000389,AUMO:0.00131)0.99:0.000355,(STPU:0.001487,"ACPL:0.001801)0.99:0.000168)0.99:0.000156)0.99:0.000145)0.99:0.000115)0.99:0.000168)0.99:0.000245)0.99:0.000542);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,41,1.00E-09,2.5,34790,Orthogroups.Results_41.1e-9.I.2.5_Orthogroups.tsv.mcl.out.nexus,41,,,41.1e-9.I.2.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,41.1e-9.I.2.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,41.1e-9.I.2.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,41.1e-9.I.2.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.0262622,0.000236697,820,820,0.0132448,2211,0.00969459,2187,0.00969096,2293,0.0103598,2477,0.0117693,2295,0.0103341,80001,0,2224,0.00556108,2224,0.00556032,80001,0,,,,,"""(ACDI:0.001387",NEVE:0.001557,(HYMA:0.003645,(((TRAD:0.002123,HOHO:0.000737)0.99:0.00347,((PLBA:0.004411,MNLE:0.001479)0.99:0.005422,((OSCA:0.006158,(SYCI:0.002773,(TEWI:0.002237,AMQU:0.001685)0.99:0.001546)0.99:0.00021)0.99:0.000263,((SARO:0.002403,MOBR:0.00455)0.99:0.003084,(CAOW:0.006006,(SPAR:0.006427,(SPPU:0.003441,((((SCPO:0.009126,SACE:0.011106)0.99:0.00179,MAOR:0.004307)0.99:0.001168,CRNE:0.007411)0.99:0.003786,ALMA:0.009816)0.99:0.001283)0.99:0.006424)0.99:0.00104)0.99:0.00099)0.99:0.001466)0.99:0.000201)0.99:0.000102)0.99:0.000169,(XEBO:0.004013,(((SCMA:0.008263,(LOGI:0.002036,(HERO:0.003869,CATE:0.001362)0.99:0.000379)0.99:0.000127)0.98:0.000107,((IXSC:0.003092,(DRME:0.004277,DAPU:0.002904)0.99:0.000536)0.99:0.000442,(PRPA:0.002807,CAEL:0.001949)0.99:0.005599)0.99:0.000764)0.99:0.00026,(((((XETR:0.001515,(HOSA:0.000501,GAGA:0.001306)0.99:0.000172)0.99:0.000218,DARE:0.000953)0.99:0.00153,CIIN:0.003836)0.99:0.000291,BRFL:0.002041)0.99:0.000216,((SAKO:0.001176,PTFL:0.001626)0.99:0.000761,(STPU:0.001569,"ACPL:0.001807)0.99:0.000472)0.99:0.000326)0.99:0.000176)0.99:0.000102)0.99:0.000411)0.99:0.000384)0.99:0.000654);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,44,1.00E-09,2.5,45111,Orthogroups.Results_44.1e-9.I.2.5_Orthogroups.tsv.mcl.out.nexus,44,,,44.1e-9.I.2.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,44.1e-9.I.2.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,44.1e-9.I.2.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,44.1e-9.I.2.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.00331246,0.000173309,868,868,0.00288827,972,0.0143545,956,0.014374,1057,0.013503,1177,0.0130905,1059,0.0135093,80001,0,1042,0.00198232,1042,0.00198423,80001,0,,,,,"""(ACDI:0.001518",NEVE:0.001589,(HYMA:0.003275,(((TRAD:0.002225,HOHO:0.000887)0.99:0.003127,((PLBA:0.004256,MNLE:0.001649)0.99:0.004539,(((SYCI:0.00276,OSCA:0.005613)0.95:0.000112,(TEWI:0.002234,AMQU:0.001674)0.99:0.001317)0.99:0.000266,((SARO:0.002587,MOBR:0.004426)0.99:0.002648,(CAOW:0.005605,(SPAR:0.00575,(SPPU:0.003525,((((SCPO:0.009165,SACE:0.010573)0.99:0.001397,MAOR:0.004395)0.99:0.00099,CRNE:0.007087)0.99:0.003052,ALMA:0.00913)0.99:0.001039)0.99:0.005222)0.99:0.00077)0.99:0.000777)0.99:0.001165)0.99:0.000169)0.99:6.5e-05)0.99:0.000122,(((SYRO:0.001121,PSVA:0.00093)0.99:0.002022,(NEWE:0.001258,MEST:0.001852)0.99:0.000485)0.99:0.000828,(((SCMA:0.007389,(LOGI:0.002111,(HERO:0.003592,CATE:0.001493)0.99:0.000276)0.99:0.000113)0.99:0.000102,((IXSC:0.003017,(DRME:0.00419,DAPU:0.002871)0.99:0.000462)0.99:0.000403,(PRPA:0.00283,CAEL:0.002258)0.99:0.004682)0.99:0.00059)0.99:0.000172,(((((XETR:0.001525,(HOSA:0.000515,GAGA:0.001331)0.99:0.000131)0.99:0.000181,DARE:0.00101)0.99:0.001305,CIIN:0.003584)0.99:0.000228,BRFL:0.002042)0.99:0.000197,((SAKO:0.00126,PTFL:0.001566)0.99:0.000653,(STPU:0.00159,"ACPL:0.001879)0.99:0.000401)0.99:0.000295)0.99:0.000251)0.99:0.000331)0.99:0.000177)0.99:0.000327)0.99:0.000743);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,47,1.00E-09,2.5,50803,Orthogroups.Results_NEW_47.1e-9.I.2.5_Orthogroups.tsv.mcl.out.nexus,47,,,Orthogroups.Results_NEW_47.1e-9.I.2.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,Orthogroups.Results_NEW_47.1e-9.I.2.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,Orthogroups.Results_NEW_47.1e-9.I.2.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,Orthogroups.Results_NEW_47.1e-9.I.2.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.00571243,0.000226605,389,389,0.00519391,400,0.0245524,396,0.0242158,397,0.0216696,407,0.0190214,397,0.0217669,80001,0,472,0.0205323,472,0.0205326,80001,0,,,,,"""(ACDI:0.001237",NEVE:0.001282,(HYMA:0.00239,(((TRAD:0.001784,HOHO:0.000725)0.99:0.002114,((PLBA:0.003165,MNLE:0.001371)0.99:0.002966,((OSCA:0.003906,(SYCI:0.002119,(TEWI:0.001687,AMQU:0.00132)0.99:0.000842)0.94:8.8e-05)0.99:0.000145,((SARO:0.001976,MOBR:0.003256)0.99:0.001718,(CAOW:0.00394,(SPAR:0.003904,(SPPU:0.002636,((((SCPO:0.006271,SACE:0.007278)0.99:0.000757,MAOR:0.003232)0.99:0.000591,CRNE:0.004902)0.99:0.001877,ALMA:0.006155)0.99:0.00067)0.99:0.003274)0.99:0.000505)0.99:0.000503)0.99:0.000764)0.99:0.000115)0.99:3.6e-05)0.99:8.6e-05,((XEBO:0.002244,((SYRO:0.000798,PSVA:0.000701)0.99:0.001271,(NEWE:0.000936,MEST:0.001289)0.99:0.000341)0.99:0.000227)0.99:0.00023,((((SCMA:0.005222,(LOGI:0.001715,(HERO:0.002621,CATE:0.001267)0.99:0.000183)0.99:9.6e-05)0.99:6.7e-05,((IXSC:0.002214,(DRME:0.003166,DAPU:0.00224)0.99:0.000292)0.99:0.000237,(PRPA:0.002119,CAEL:0.001792)0.99:0.00318)0.99:0.000394)0.99:0.000139,((((XETR:0.001388,(HOSA:0.000496,GAGA:0.001221)0.99:8e-05)0.99:0.00012,DARE:0.000999)0.99:0.000972,CIIN:0.002727)0.99:0.000157,BRFL:0.00175)0.99:0.000176)0.99:0.000121,((SAKO:0.001299,PTFL:0.001291)0.99:0.000616,((OPFA:0.000375,AUMO:0.00131)0.99:0.000343,(STPU:0.001499,"ACPL:0.001827)0.99:0.00017)0.99:0.000156)0.99:0.000144)0.99:0.000116)0.99:0.000167)0.99:0.000247)0.99:0.000547);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,41,1.00E-05,2.5,34789,Orthogroups.Results_41.1e-5.I.2.5_Orthogroups.tsv.mcl.out.nexus,41,,,41.1e-5.I.2.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,41.1e-5.I.2.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,41.1e-5.I.2.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,41.1e-5.I.2.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.00277497,9.42E-05,873,873,0.0034129,2595,0.00952088,2562,0.00949801,2713,0.00976444,2923,0.00984321,2717,0.00977006,80001,0,2919,0.00516547,2920,0.00516352,80001,0,,,,,"""(ACDI:0.001422",NEVE:0.001618,(HYMA:0.00375,(((TRAD:0.002177,HOHO:0.000758)0.99:0.003562,((PLBA:0.004542,MNLE:0.001486)0.99:0.005616,((OSCA:0.006275,(SYCI:0.002868,(TEWI:0.002315,AMQU:0.00173)0.99:0.001558)0.99:0.00021)0.99:0.000276,((SARO:0.002478,MOBR:0.004693)0.99:0.003157,(CAOW:0.006242,(SPAR:0.006643,(SPPU:0.00364,((((SCPO:0.009399,SACE:0.01122)0.99:0.00189,MAOR:0.004434)0.99:0.001192,CRNE:0.007567)0.99:0.003572,ALMA:0.009834)0.99:0.001161)0.99:0.005662)0.99:0.001016)0.99:0.000958)0.99:0.001469)0.99:0.000204)0.99:0.000101)0.99:0.000175,(XEBO:0.004152,(((SCMA:0.008497,(LOGI:0.002078,(HERO:0.00397,CATE:0.001407)0.99:0.000387)0.99:0.000128)0.99:0.000109,((IXSC:0.003187,(DRME:0.004391,DAPU:0.002983)0.99:0.000536)0.99:0.000451,(PRPA:0.002967,CAEL:0.002012)0.99:0.005732)0.99:0.000781)0.99:0.000272,(((((XETR:0.00157,(HOSA:0.000508,GAGA:0.001335)0.99:0.000172)0.99:0.000223,DARE:0.000968)0.99:0.001566,CIIN:0.00394)0.99:0.000299,BRFL:0.002087)0.99:0.000219,((SAKO:0.001205,PTFL:0.001673)0.99:0.00077,(STPU:0.001624,"ACPL:0.001841)0.99:0.000474)0.99:0.000342)0.99:0.000184)0.99:9.8e-05)0.99:0.000431)0.99:0.000393)0.99:0.000666);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,44,1.00E-05,2.5,45124,Orthogroups.Results_44.1e-5.I.2.5_Orthogroups.tsv.mcl.out.nexus,44,,,44.1e-5.I.2.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,44.1e-5.I.2.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,44.1e-5.I.2.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,44.1e-5.I.2.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.00718741,0.000253992,764,764,0.00958848,810,0.0186576,799,0.0183192,817,0.0151869,857,0.0124953,818,0.0152863,80001,0,1464,0.0125961,1464,0.012597,80001,0,,,,,"""(ACDI:0.001571",NEVE:0.001641,(HYMA:0.003386,(((TRAD:0.002283,HOHO:0.000858)0.99:0.00323,((PLBA:0.004348,MNLE:0.001683)0.99:0.004675,(((SYCI:0.002849,OSCA:0.005792)0.94:0.000115,(TEWI:0.002324,AMQU:0.001761)0.99:0.001335)0.99:0.000283,((SARO:0.002629,MOBR:0.004505)0.99:0.002708,(CAOW:0.00586,(SPAR:0.00602,(SPPU:0.00366,((((SCPO:0.008968,SACE:0.010586)0.99:0.00144,MAOR:0.004449)0.99:0.001011,CRNE:0.00711)0.99:0.002881,ALMA:0.009074)0.99:0.000922)0.99:0.004604)0.99:0.000762)0.99:0.000766)0.99:0.001203)0.99:0.000168)0.99:6.4e-05)0.99:0.000125,(((SYRO:0.001136,PSVA:0.000952)0.99:0.002074,(NEWE:0.001308,MEST:0.001925)0.99:0.000507)0.99:0.000857,(((SCMA:0.007615,(LOGI:0.002179,(HERO:0.00368,CATE:0.001531)0.99:0.000281)0.99:0.000117)0.99:0.000102,((IXSC:0.003091,(DRME:0.004309,DAPU:0.002961)0.99:0.000467)0.99:0.000409,(PRPA:0.002855,CAEL:0.002258)0.99:0.00489)0.99:0.000615)0.99:0.000183,(((((XETR:0.00157,(HOSA:0.000536,GAGA:0.001373)0.99:0.000133)0.99:0.000186,DARE:0.001039)0.99:0.001342,CIIN:0.003695)0.99:0.000242,BRFL:0.002119)0.99:0.000203,((SAKO:0.001303,PTFL:0.001634)0.99:0.000675,(STPU:0.00164,"ACPL:0.001927)0.99:0.000404)0.99:0.000308)0.99:0.000261)0.99:0.00034)0.99:0.00018)0.99:0.000339)0.99:0.00076);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
